"anAgeHorvathLabID","profiled","SpeciesLatinName","CommonNames","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Female.maturity..days.","Male.maturity..days.","Gestation.Incubation..days.","Weaning..days.","Litter.Clutch.size","Litters.Clutches.per.year","Inter.litter.Interbirth.interval","Birth.weight..g.","Weaning.weight..g.","Growth.rate..1.days.","Source","Specimen.origin","Sample.size","Data.quality","IMR..per.yr.","MRDT..yrs.","Metabolic.rate..W.","Body.mass..g.","Temperature..K.","References","PanTHERIA.ActivityCycle","PanTHERIA.AdultBodyMass_g","PanTHERIA.AdultForearmLen_mm","PanTHERIA.AdultHeadBodyLen_mm","PanTHERIA.AgeatEyeOpening_d","PanTHERIA.AgeatFirstBirth_d","PanTHERIA.BasalMetRate_mLO2hr","PanTHERIA.BasalMetRateMass_g","PanTHERIA.DietBreadth","PanTHERIA.DispersalAge_d","PanTHERIA.GestationLen_d","PanTHERIA.HabitatBreadth","PanTHERIA.HomeRange_km2","PanTHERIA.HomeRange_Indiv_km2","PanTHERIA.InterbirthInterval_d","PanTHERIA.LitterSize","PanTHERIA.LittersPerYear","PanTHERIA.MaxLongevity_m","PanTHERIA.NeonateBodyMass_g","PanTHERIA.NeonateHeadBodyLen_mm","PanTHERIA.PopulationDensity_n.km2","PanTHERIA.PopulationGrpSize","PanTHERIA.SexualMaturityAge_d","PanTHERIA.SocialGrpSize","PanTHERIA.TeatNumber","PanTHERIA.Terrestriality","PanTHERIA.TrophicLevel","PanTHERIA.WeaningAge_d","PanTHERIA.WeaningBodyMass_g","PanTHERIA.WeaningHeadBodyLen_mm","PanTHERIA.References","PanTHERIA.AdultBodyMass_g_EXT","PanTHERIA.LittersPerYear_EXT","PanTHERIA.NeonateBodyMass_g_EXT","PanTHERIA.WeaningBodyMass_g_EXT","PanTHERIA.GR_Area_km2","PanTHERIA.GR_MaxLat_dd","PanTHERIA.GR_MinLat_dd","PanTHERIA.GR_MidRangeLat_dd","PanTHERIA.GR_MaxLong_dd","PanTHERIA.GR_MinLong_dd","PanTHERIA.GR_MidRangeLong_dd","PanTHERIA.HuPopDen_Min_n.km2","PanTHERIA.HuPopDen_Mean_n.km2","PanTHERIA.HuPopDen_5p_n.km2","PanTHERIA.HuPopDen_Change","PanTHERIA.Precip_Mean_mm","PanTHERIA.Temp_Mean_01degC","PanTHERIA.AET_Mean_mm","PanTHERIA.PET_Mean_mm","maxanAge","weightanAge","maxAgeFromFolder","weightFromFolder","maxAgeCaesar","weightCaesar","averagedMaturity.yrs","Hibernation","SpeciesAbbreviation","PanTHERIA.MaxLongevity","MammalNumberHorvath","OrderNumberHorvath","FamilyNumberHorvath","SpeciesNumberHorvath","CancerMortalityRisk.Vinczeo2021","CumulativeIncidenceCancerMortality.Vincze2021","Diet..Animal.","Diet..Invertebrate.","Diet..Vertebrate.","Diet..Fish.","Diet..Reptile.","Diet..Bird."
7708,FALSE,"Aethalops aequalis",NA,NA,NA,NA,"Mammalia","Chiroptera","Pteropodidae","Aethalops","aequalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"396",12.8,NA,NA,NA,20667.22,6.4,3.81,5.11,117.13,115.04,116.08,3,26.26,3,0.25,270.73,225.8,1794.08,1862.13,NA,NA,NA,NA,NA,NA,NA,NA,"Athlpsaq",NA,"8.5.172",8,5,172,NA,NA,NA,NA,NA,NA,NA,NA
7709,FALSE,"Aethalops alecto",NA,NA,NA,NA,"Mammalia","Chiroptera","Pteropodidae","Aethalops","alecto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,46.49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"396;1343;1621;1658;2017;2151;2622;2655",NA,NA,NA,NA,110914.61,5.16,-8.96,-1.89,116.73,99.87,108.3,12,282.32,17,0.11,250.35,242.64,1724.94,1820.8,NA,NA,NA,NA,NA,NA,NA,NA,"Athlpsal",NA,"8.5.173",8,5,173,NA,NA,NA,NA,NA,NA,NA,NA
7710,FALSE,"Aethomys bocagei",NA,NA,NA,NA,"Mammalia","Rodentia","Muridae","Aethomys","bocagei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133883.67,-7.75,-13,-10.38,15.86,12.98,14.42,5,40.77,5,0.15,82.98,217.57,971.52,1543.16,NA,NA,NA,NA,NA,NA,NA,NA,"Athb",NA,"9.9.611",9,9,611,NA,NA,NA,NA,NA,NA,NA,NA
7711,FALSE,"Spermophilus erythrogenys",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","erythrogenys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1297",NA,NA,NA,NA,1325545.76,55.42,43.15,49.29,90.26,65.55,77.91,0,10.73,1,0.000622859204685071,24.74,29.72,319.86,523.06,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlser",NA,"9.13.215",9,13,215,NA,NA,NA,NA,NA,NA,NA,NA
7712,FALSE,"Spermophilus franklinii",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","franklinii",NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.64,NA,245.61,20,NA,NA,NA,NA,NA,28,NA,0.13,0.12,NA,8.69,1,NA,8.99,NA,442.88,NA,329.87,NA,NA,NA,NA,29.11,NA,NA,"730;1297;1457;1573;1977;2081;2082;2655;2684;2876",NA,NA,NA,NA,1657927.29,55.48,37.26,46.37,-86.42,-114.97,-100.69,0,23.62,0,0.01,50.27,65.14,589.35,670.83,NA,NA,NA,NA,NA,NA,0.903753424657534,NA,"Sprmphlsfr",NA,"9.13.216",9,13,216,NA,NA,NA,NA,NA,NA,NA,NA
7713,FALSE,"Spermophilus fulvus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","fulvus",NA,NA,NA,30.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778.38,NA,NA,NA,NA,NA,NA,NA,NA,30.41,NA,NA,NA,NA,5.99,1,NA,NA,NA,423.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"730;1297;2655",NA,NA,NA,NA,2147696.03,51.67,31.68,41.67,77.47,45.82,61.65,0,17.61,0,0.05,16.71,84.2,243.24,736.68,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsfl",NA,"9.13.217",9,13,217,NA,NA,NA,NA,NA,NA,NA,NA
7714,FALSE,"Spermophilus lateralis",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","lateralis",NA,NA,NA,28.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.1,NA,214.38,27,NA,204.67,224.3,4,NA,28.42,NA,NA,NA,NA,5.18,1,NA,6.09,NA,NA,NA,420.91,NA,10,NA,2,41.99,85.36,NA,"204;530;636;1215;1297;1577;1822;1849;1937;1977;2082;2620;2655;2974;3055",NA,NA,NA,NA,1705582.39,56.38,32.63,44.51,-104.01,-124.53,-114.27,0,9.82,0,0.11,33.72,56.81,364.51,829.87,NA,NA,NA,NA,NA,NA,1.15317808219178,NA,"Sprmphlsl",NA,"9.13.218",9,13,218,NA,NA,NA,NA,NA,NA,NA,NA
7715,FALSE,"Spermophilus madrensis",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","madrensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.12,NA,171.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310;1297;2655",NA,NA,NA,NA,48758.56,28.93,25.41,27.17,-105.99,-108.4,-107.2,2,6.82,2,0.11,34.24,119.11,706.82,1339.47,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsmd",NA,"9.13.219",9,13,219,NA,NA,NA,NA,NA,NA,NA,NA
7716,FALSE,"Spermophilus major",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622837.23,57.92,50.7,54.31,68.8,47.61,58.2,3,30.89,5,0.01,31.7,18.99,349.45,445.96,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsmj",NA,"9.13.220",9,13,220,NA,NA,NA,NA,NA,NA,NA,NA
7717,FALSE,"Spermophilus mexicanus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","mexicanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.49,NA,193.4,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,5.91,NA,NA,4.31,52.6,NA,NA,NA,1,4,1,2,NA,NA,NA,"876;1297;2655;3117",NA,NA,NA,NA,718436.33,34.33,18.45,26.39,-96.39,-106.51,-101.45,0,60.09,0,0.08,46.83,191.94,646.58,1218.78,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsmx",NA,"9.13.221",9,13,221,NA,NA,NA,NA,NA,NA,NA,NA
7718,FALSE,"Spermophilus mohavensis",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","mohavensis",NA,NA,NA,24.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,213.18,NA,156.53,30.5,NA,112.8,240,2,NA,24.31,2,0.01,0.01,NA,6.5,NA,NA,4.5,NA,301.99,NA,NA,1,NA,1,1,31.81,NA,NA,"340;509;1297;1822;1849;2655",NA,NA,NA,NA,18167.56,36.23,34.37,35.3,-116.8,-118.25,-117.52,0,59.07,0,0.15,28.05,115,262.4,1191.51,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsmh",NA,"9.13.222",9,13,222,NA,NA,NA,NA,NA,NA,NA,NA
7719,FALSE,"Spermophilus mollis",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","mollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.4,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,0.000957999,0.001357,NA,7.97,NA,NA,3.86,NA,2179.42,NA,NA,NA,NA,NA,NA,40.79,NA,NA,"2444;2445;2655",NA,NA,NA,NA,364932.53,47.09,36.57,41.83,-113.7,-122.02,-117.86,0,2.68,0,0.06,24.56,70.97,280.28,889.93,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsml",NA,"9.13.223",9,13,223,NA,NA,NA,NA,NA,NA,NA,NA
7720,FALSE,"Spermophilus musicus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","musicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1698.02,43.73,43.24,43.49,43.64,43.15,43.4,39,71.59,39,0.02,48.51,-7.9,617.3,656.81,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsms",NA,"9.13.224",9,13,224,NA,NA,NA,NA,NA,NA,NA,NA
7721,FALSE,"Spermophilus pallidicauda",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","pallidicauda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552357.33,51.06,41.7,46.38,115.42,89.25,102.33,0,1.92,0,0.05,19.35,-16.49,239.95,537.29,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlspl",NA,"9.13.225",9,13,225,NA,NA,NA,NA,NA,NA,NA,NA
7722,FALSE,"Spermophilus parryii",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","parryii",NA,NA,NA,25.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747.09,NA,278.92,NA,NA,NA,NA,NA,NA,25.16,NA,0.02,0.02,NA,6.5,1,NA,11,NA,NA,NA,420.91,NA,NA,NA,NA,28,NA,NA,"1297;1573;1905;1977;2082;2655;2974;3091",NA,NA,NA,NA,3944909.1,72,54.79,63.39,149.89,-168.12,-9.11,0,0.13,0,0.04,28.63,-103.6,195.15,227.53,NA,NA,NA,NA,NA,NA,1.15317808219178,NA,"Sprmphlsprr",NA,"9.13.226",9,13,226,NA,NA,NA,NA,NA,NA,NA,NA
7723,FALSE,"Spermophilus perotensis",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","perotensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"341;1297;2655",NA,NA,NA,NA,3089.88,19.74,18.95,19.34,-97.03,-97.67,-97.35,92,131.2,92,0.08,127.83,127.66,1051.35,1373.26,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsprt",NA,"9.13.227",9,13,227,NA,NA,NA,NA,NA,NA,NA,NA
7724,FALSE,"Spermophilus ralli",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","ralli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86182.73,44.24,41.71,42.98,84.1,76.28,80.19,6,31.2,7,0.04,28.1,-17.58,334,728.58,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsrll",NA,"9.13.228",9,13,228,NA,NA,NA,NA,NA,NA,NA,NA
7725,FALSE,"Spermophilus relictus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","relictus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,NA,NA,NA,NA,244.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1849;2655",NA,NA,NA,NA,171697.01,44.21,39.57,41.89,84.2,70.41,77.3,6,49.74,6,0.04,26.21,-11.79,316.81,775.4,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsrlc",NA,"9.13.229",9,13,229,NA,NA,NA,NA,NA,NA,NA,NA
7726,FALSE,"Spermophilus richardsonii",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","richardsonii",NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,325.1,NA,210.97,22.8,365,161.47,252.3,3,70,22.8,1,0.00402332,0.004810859,NA,7.59,1,NA,6.24,55.7,374.69,NA,340.29,NA,10,1,1,29.33,105,NA,"32;637;638;730;753;780;1297;1594;1822;1849;1977;2010;2011;2012;2013;2014;2015;2082;2122;2249;2655;2974",NA,NA,NA,NA,899734.88,55.22,43.56,49.39,-94.87,-115.36,-105.11,0,6.06,0,-0.00104468419331555,34.09,34.22,438.3,546.48,NA,NA,NA,NA,NA,NA,0.932301369863014,NA,"Sprmphlsrc",NA,"9.13.230",9,13,230,NA,NA,NA,NA,NA,NA,NA,NA
7727,FALSE,"Spermophilus saturatus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","saturatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74865.2,50.16,45.72,47.94,-119.89,-122.94,-121.41,0,58.78,0,0.07,82.05,47.08,418.63,646.14,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsst",NA,"9.13.231",9,13,231,NA,NA,NA,NA,NA,NA,NA,NA
7728,FALSE,"Spermophilus spilosoma",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","spilosoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,106.64,NA,145.5,27,NA,111.78,180.3,6,NA,NA,2,0.009534137,0.009570426,NA,6.94,2,NA,NA,NA,124.53,NA,371.23,NA,NA,1,2,47.64,45,NA,"32;376;730;1297;1401;1573;1822;2473;2655;2746",NA,NA,NA,NA,1716956,43.69,21.16,32.42,-97.05,-113.76,-105.4,0,13.72,0,0.09,32.64,142.51,502.85,1081.93,NA,NA,NA,NA,NA,NA,1.01706849315069,NA,"Sprmphlssp",NA,"9.13.232",9,13,232,NA,NA,NA,NA,NA,NA,NA,NA
7729,FALSE,"Spermophilus suslicus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","suslicus",NA,NA,NA,22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,22.44,NA,NA,NA,NA,5.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA,NA,"1297;2655",NA,NA,NA,NA,873419.7,55.89,45.1,50.49,49.71,21.29,35.5,6,69.36,12,0.00480638912425373,41.15,54.89,423.54,516.5,NA,NA,NA,NA,NA,NA,NA,NA,"Sprmphlsss",NA,"9.13.233",9,13,233,NA,NA,NA,NA,NA,NA,NA,NA
7730,FALSE,"Spermophilus tereticaudus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","tereticaudus",NA,NA,NA,27.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,147.57,NA,154.53,28,NA,93.52,167,4,NA,27.57,2,0.01,0.01,NA,6.32,1,NA,3.84,NA,1456.02,NA,324.83,NA,10,1,2,34.8,NA,NA,"808;831;911;1020;1297;1822;1849;1977;2111;2418;2655",NA,NA,NA,NA,315363.67,37.02,27.07,32.04,-109.56,-117.36,-113.46,0,24.88,0,0.16,17.01,180.35,289.46,1143.83,NA,NA,NA,NA,NA,NA,0.889945205479452,NA,"Sprmphlstrt",NA,"9.13.234",9,13,234,NA,NA,NA,NA,NA,NA,NA,NA
7731,FALSE,"Spermophilus townsendii",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","townsendii",NA,NA,NA,22.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,207.29,NA,173.15,NA,NA,129.36,231,5,NA,22.05,2,NA,NA,NA,8.49,1,NA,3.7,46.3,759.22,NA,413.84,1,NA,1,2,32.55,42.15,NA,"41;1215;1297;1496;1822;1977;2082;2445;2558;2655;2909",NA,NA,NA,NA,11270.71,46.91,45.73,46.32,-119.1,-120.81,-119.95,1,17.78,1,0.17,21.33,99.31,267.45,705.88,NA,NA,NA,NA,NA,NA,1.13380821917808,NA,"Sprmphlstw",NA,"9.13.235",9,13,235,NA,NA,NA,NA,NA,NA,NA,NA
7732,FALSE,"Spermophilus tridecemlineatus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","tridecemlineatus",NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,174.91,NA,137.5,26,NA,103.74,182,5,NA,27.5,2,0.01,0.02,NA,8.08,1,NA,3,NA,386.61,NA,264.16,1,NA,1,2,27.81,NA,NA,"32;701;730;919;1297;1573;1822;1849;1919;1977;2082;2476;2655;2746;2958;3132;3133",NA,NA,NA,NA,3681287.81,54.9,27.33,41.11,-81.75,-114.7,-98.22,0,23.28,0,0.03,46.7,80.37,569.55,768.96,NA,NA,NA,NA,NA,NA,0.72372602739726,NA,"Sprmphlstrd",NA,"9.13.236",9,13,236,NA,NA,NA,NA,NA,NA,NA,NA
7733,FALSE,"Spermophilus undulatus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","undulatus",NA,NA,NA,25.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.91,NA,NA,20,NA,667.08,680,NA,NA,25.33,NA,0.02,0.02,NA,7.77,1,NA,10.8,NA,292.3,NA,NA,NA,NA,NA,NA,54.07,109.9,NA,"730;1002;1297;1822;1849;1906;2039;2249;2655",NA,NA,NA,NA,2431243.43,64.77,42.22,53.49,132.2,77.45,104.83,0,6.13,0,0.02,24.18,-51.42,313.25,475.8,NA,NA,NA,NA,NA,NA,NA,NA,"Spru",NA,"9.13.237",9,13,237,NA,NA,NA,NA,NA,NA,NA,NA
7734,FALSE,"Spermophilus variegatus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","variegatus",NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,714.58,NA,273.5,NA,NA,NA,NA,6,NA,30,2,0.03,0.03,NA,4.93,1.25,NA,7.8,NA,136.99,NA,420.91,NA,10,1,2,52.38,NA,NA,"1297;1573;2156;2188;2189;2614;2655;2974",NA,NA,NA,NA,2421559.89,41.86,18.13,29.99,-97.06,-117.42,-107.24,0,31.12,0,0.11,34.28,148.87,509.99,1149.57,NA,NA,NA,NA,NA,NA,1.15317808219178,NA,"Sprv",NA,"9.13.238",9,13,238,NA,NA,NA,NA,NA,NA,NA,NA
7735,FALSE,"Spermophilus washingtoni",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","washingtoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,215.09,NA,166,NA,NA,NA,NA,7,NA,NA,2,NA,NA,NA,7.88,1,NA,NA,NA,18500,NA,NA,NA,10,1,2,NA,32.99,NA,"1297;2447;2558;2655",NA,NA,NA,NA,17288.55,47.57,45.26,46.42,-118.02,-120.41,-119.22,1,10.28,1,0.12,24.37,100.46,266.1,727.52,NA,NA,NA,NA,NA,NA,NA,NA,"Spw",NA,"9.13.239",9,13,239,NA,NA,NA,NA,NA,NA,NA,NA
7736,FALSE,"Spermophilus xanthoprymnus",NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus","xanthoprymnus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"1297",NA,NA,NA,76.27,442235.84,41.1,36.42,38.76,45.8,29.48,37.64,19,62.48,26,0.07,42.85,90.96,426.83,961.1,NA,NA,NA,NA,NA,NA,NA,NA,"Spx",NA,"9.13.240",9,13,240,NA,NA,NA,NA,NA,NA,NA,NA
7737,FALSE,"Sphaerias blanfordi",NA,NA,NA,NA,"Mammalia","Chiroptera","Pteropodidae","Sphaerias","blanfordi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.88,53.76,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"196;1658;1982;2151;2622;2655",NA,NA,NA,NA,444062.24,32.03,18.53,25.28,100.63,76.84,88.74,1,152.95,2,0.09,134.32,165.71,997.08,1303.43,NA,NA,NA,NA,NA,NA,NA,NA,"Sphrb",NA,"8.5.174",8,5,174,NA,NA,NA,NA,NA,NA,NA,NA
7738,FALSE,"Sphaeronycteris toxophyllum",NA,NA,NA,NA,"Mammalia","Chiroptera","Phyllostomidae","Sphaeronycteris","toxophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.06,38.49,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,"196;1658;2151;2622;2655;2719",NA,NA,NA,NA,4763066.63,12.19,-16.78,-2.29,-58.55,-75.36,-66.96,0,11.71,0,0.14,173.21,245.88,1440.01,1593.99,NA,NA,NA,NA,NA,NA,NA,NA,"Sphrt",NA,"8.4.103",8,4,103,NA,NA,NA,NA,NA,NA,NA,NA
7739,FALSE,"Sphiggurus ichillus",NA,NA,NA,NA,"Mammalia","Rodentia","Erethizontidae","Sphiggurus","ichillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphggrsic",NA,"9.8.10",9,8,10,NA,NA,NA,NA,NA,NA,NA,NA
